artifactNumber	ObjectName	BeginDate	group1	category1	material	Length	Width	Height	image
1966.0225.001	"""Recorder, sunshine"""	1958	Science	Sunshine intensity & duration measurement	metal->brass;glass->;paper->cardboard	19.5 cm	16.0 cm	21.7 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0225.001.aa.cs.png
1966.0227.001	"""Recorder, rain gauge"""	Unknown	Science	"""Precipitation amount, rate & duration measurement"""	metal->;synthetic->;resin->rubber	39.6 cm	21.2 cm	19.3 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0227.001.aa.cs.png
1966.0228.001	Telescope	1960	Science	Observation equipment	metal->aluminum;glass->;synthetic->;skin->leather;fibre	21.3 cm	21.3 cm	41.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0228.001.aa.cs.png
1966.0232.001	Antenna	1962	Transport	Space science	metal;synthetic	54.0 cm	22.5 cm	18.8 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0232.001.aa.cs.png
1966.0237.001	Cover	1960	Transport	Commemorative	paper;metal	16.6 cm	9.3 cm	1.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0237.001.aa.cs.png
1966.0243.001	Saddlebag	Unknown	Transport	Accessories	skin->leather;metal	45.0 cm	18.0 cm	30.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0243.001.aa.cs.png
1966.0244.001	"""Hoist, steam"""	1922	Technology	Industrial equipment	metal	420.0 cm	250.0 cm	310.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0244.001.aa.cs.png
1966.0245.001	"""Engine, marine"""	1930	Transport	Motive power	metal;synthetic	58.0 cm	42.0 cm	44.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0245.001.aa.cs.png
1966.0246.001	"""Test, colour-perception"""	1974	Technology	Medical equipment	paper->;synthetic->;paper->cardboard;composite->ink	19.8 cm	15.2 cm	3.7 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0246.001.aa.cs.png
1966.0247.001	"""Cart, road"""	Unknown	Transport	Animal powered	wood;metal	310.0 cm	164.0 cm	146.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0247.001.aa.cs.png
1966.0250.001	Balance	1940	Science	Mass/weight	metal->brass;metal->iron;wood->;synthetic->;fibre->felt	350.0 cm	53.5 cm	325.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0250.001.aa.cs.png
1966.0258.001	"""Receiver, television"""	1960	Technology	Television	metal;synthetic;glass	71.5 cm	53.0 cm	50.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0258.001.aa.cs.png
1966.0259.001	Ski	1947	Transport	Human powered	wood;metal;skin	180.0 cm	11.5 cm	10.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0259.001.aa.cs.png
1966.0260.001	Ski	1950	Transport	Human powered	wood;metal	202.5 cm	9.7 cm	7.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0260.001.aa.cs.png
1966.0261.001	Snowshoe	Unknown	Transport	Human powered	wood;skin	108.5 cm	29.7 cm	6.7 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0261.001.aa.cs.png
1966.0262.001	"""Cart, baggage"""	Unknown	Transport	Operations	wood;metal	235.0 cm	91.0 cm	157.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0262.001.aa.cs.png
1966.0263.001	Sled	Unknown	Transport	Human powered	wood;metal;fibre	116.0 cm	63.0 cm	24.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0263.001.aa.cs.png
1966.0264.001	Scale	Unknown	Science	Mass/weight	metal	24.4 cm	3.4 cm	1.8 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0264.001.aa.cs.png
1966.0265.001	"""Scale, snow sampling"""	1971	Science	"""Precipitation amount, rate & duration measurement"""	metal	39.2 cm	3.5 cm	3.2 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0265.001.aa.cs.png
1966.0266.001	Phaeton	Unknown	Transport	Animal powered	wood;metal;fibre;skin	175.0 cm	160.0 cm	114.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0266.001.aa.cs.png
1966.0267.001	Rockaway	Unknown	Transport	Animal powered	wood;metal;skin;fibre	290.0 cm	183.0 cm	225.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0267.001.aa.cs.png
1966.0268.001	"""Wagon, democrat"""	Unknown	Transport	Animal powered	wood;metal;skin	254.0 cm	168.0 cm	155.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0268.001.aa.cs.png
1966.0269.001	Cutter	Unknown	Transport	Animal powered	wood;metal;fibre	160.0 cm	116.0 cm	132.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0269.001.aa.cs.png
1966.0270.001	Sleigh	Unknown	Transport	Animal powered	wood;metal	306.0 cm	114.0 cm	117.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0270.001.aa.cs.png
1966.0271.001	Thrust reversing device model	1959	Transport	Models	wood;metal	68.7 cm	34.0 cm	34.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0271.001.aa.cs.png
1966.0272.001	Antenna	1924	Technology	Radio	wood;metal;synthetic	29.9 cm	14.4 cm	68.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0272.001.aa.cs.png
1966.0273.001	Switchboard	1900	Technology	Telegraphy	wood->;metal->brass	15.6 cm	13.5 cm	8.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0273.001.aa.cs.png
1966.0274.001	Calculator	Unknown	Numbers	Calculating devices	synthetic;metal	29.5 cm	26.8 cm	14.7 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0274.001.aa.cs.png
1966.0275.001	Calculator	Unknown	Numbers	Calculating devices	synthetic;metal	13.2 cm	7.2 cm	2.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0275.001.aa.cs.png
1966.0276.001	"""Player, cylinder"""	Unknown	Technology	Sound	wood;metal;synthetic;fibre	40.4 cm	39.0 cm	31.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0276.001.aa.cs.png
1966.0277.001	Telephone	1900	Technology	Telephony	wood;metal;fibre;synthetic	33.5 cm	23.8 cm	75.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0277.001.aa.cs.png
1966.0278.001	Thrust reversing device model	Unknown	Transport	Models	wood->;metal->;synthetic->plastic	50.0 cm	42.5 cm	25.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0278.001.aa.cs.png
1966.0283.001	Binoculars	1900	Science	Light & electromagnetic radiation	metal->aluminum;glass	12.5 cm	11.2 cm	5.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0283.001.aa.cs.png
1966.0283.002	"""Case, storage-carrying"""	Unknown	Science	Light & electromagnetic radiation	skin->leather;metal->aluminum	14.0 cm	7.5 cm	1.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0283.002.aa.cs.png
1966.0286.001	Camera	Unknown	Craft	Still cameras	metal->;glass->;wood->;fibre->felt	29.0 cm	13.5 cm	12.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0286.001.aa.cs.png
1966.0287.001	Camera	Unknown	Craft	Still cameras	metal->;glass->;fibre->;synthetic->plastic	28.2 cm	23.0 cm	20.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0287.001.aa.cs.png
1966.0294.001	"""Helmet, flying"""	1943	Transport	Clothing	skin->leather;skin->chamois;metal->;resin->rubber	19.5 cm	19.0 cm	27.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0294.001.aa.cs.png
1966.0295.001	"""Helmet, flying"""	1920	Transport	Clothing	fibre->cotton;fibre->flannel;metal	20.0 cm	15.0 cm	23.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0295.001.aa.cs.png
1966.0296.001	Card	1950	Transport	Miscellaneous	paper	12.8 cm	7.8 cm	2.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0296.001.aa.cs.png
1966.0297.001	Whip	Unknown	Transport	Animal powered	wood->;fibre->cotton;synthetic->leatherette	182.0 cm	33.0 cm	2.1 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0297.001.aa.cs.png
1966.0298.001	Whip	Unknown	Transport	Animal powered	fibre->cotton;synthetic->leatherette	160.0 cm	32.0 cm	2.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0298.001.aa.cs.png
1966.0301.001	Whip	Unknown	Transport	Animal powered	skin->leather;metal;bone	68.8 cm	13.8 cm	2.4 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0301.001.aa.cs.png
1966.0302.001	Anchor	1900	Transport	Vessel parts	metal->iron	226.0 cm	162.0 cm	82.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0302.001.aa.cs.png
1966.0303.001	Anchor	1900	Transport	Vessel parts	metal->iron	260.0 cm	222.0 cm	152.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0303.001.aa.cs.png
1966.0310.001	"""Stylus, disk player"""	Unknown	Technology	Sound	metal;paper	4.6 cm	3.7 cm	1.1 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0310.001.aa.cs.png
1966.0311.001	"""Stylus, disk player"""	Unknown	Technology	Sound	metal	4.5 cm	3.2 cm	1.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0311.001.aa.cs.png
1966.0312.001	"""Stylus, disk player"""	Unknown	Technology	Sound	metal	4.1 cm	3.5 cm	2.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0312.001.aa.cs.png
1966.0323.001	"""Gun, machine"""	Unknown	Transport	Transport armament	metal->steel	124.0 cm	8.5 cm	12.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0323.001.aa.cs.png
1966.0324.001	"""Gun, machine"""	Unknown	Transport	Transport armament	metal->steel	124.0 cm	8.5 cm	12.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0324.001.aa.cs.png
1966.0325.001	"""Gun, machine"""	Unknown	Transport	Transport armament	metal->steel	124.0 cm	8.5 cm	12.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0325.001.aa.cs.png
1966.0328.001	Radiotelephone	1960	Technology	Radio	metal;synthetic;glass	27.0 cm	25.0 cm	11.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0328.001.aa.cs.png
1966.0330.001	Statue	1920	Technology	Merchandising	synthetic	30.0 cm	14.0 cm	31.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0330.001.aa.cs.png
1966.0330.002	Statue	1920	Technology	Merchandising	synthetic	33.0 cm	15.0 cm	32.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0330.002.aa.cs.png
1966.0332.001	Vacuum tube	1926	Technology	Receiving	paper;glass;metal;synthetic	5.8 cm	5.7 cm	13.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0332.001.aa.cs.png
1966.0337.001	Motorbicycle	1950	Transport	Motorcycle vehicles	metal->;skin->leather;resin->rubber;glass	184.0 cm	72.0 cm	105.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0337.001.aa.cs.png
1966.0340.001	Heater	Unknown	Technology	Environment control	metal->;stone->asbestos	44.5 cm	38.4 cm	75.2 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0340.001.aa.cs.png
1966.0342.001	"""Stove, recreational"""	1900	Technology	Food processing	metal->iron;stone->mica;fibre	24.5 cm	18.0 cm	23.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0342.001.aa.cs.png
1966.0371.001	Power plant	1945	Technology	Telephony	metal->iron;metal->steel;synthetic->bakelite;glass	83.0 cm	45.5 cm	205.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0371.001.aa.cs.png
1966.0372.001	Microscope	1967	Science	Light & electromagnetic radiation	metal->;synthetic->bakelite;glass	24.0 cm	48.5 cm	48.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0372.001.aa.cs.png
1966.0400.001	Telescope	1958	Science	Observation equipment	metal;glass;synthetic	137.0 cm	134.0 cm	35.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0400.001.aa.cs.png
1966.0400.002	Base	Unknown	Science	Observation equipment	metal	51.0 cm	35.5 cm	155.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0400.002.aa.cs.png
1966.0401.001	Telescope	1912	Science	Observation equipment	metal->iron;glass	93.0 cm	58.0 cm	358.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0401.001.aa.cs.png
1966.0402.001	Telescope	1905	Science	Observation equipment	metal->iron;metal->brass;metal;synthetic;glass;ceramic	236.0 cm	138.0 cm	132.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0402.001.aa.cs.png
1966.0402.002	Unknown	Unknown	Science	Observation equipment	metal->iron;metal	635.0 cm	96.5 cm	98.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0402.002.aa.cs.png
1966.0403.006	Support	Unknown	Science	Observation equipment	metal;synthetic	52.0 cm	18.5 cm	58.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0403.006.aa.cs.png
1966.0403.007	Stand	Unknown	Science	Observation equipment	metal	115.2 cm	104.0 cm	104.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0403.007.aa.cs.png
1966.0405.001	"""Trolley, Fletcher's"""	1910	Science	Mechanics	metal;wood;fibre	192.2 cm	15.2 cm	14.2 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0405.001.aa.cs.png
1966.0406.001	"""Socket, vacuum tube"""	Unknown	Technology	Vacuum tube accessories	synthetic->bakelite;metal	4.5 cm	4.5 cm	2.3 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0406.001.aa.cs.png
1966.0407.001	"""Socket, vacuum tube"""	1923	Technology	Vacuum tube accessories	synthetic->bakelite;metal	5.0 cm	3.0 cm	2.4 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0407.001.aa.cs.png
1966.0423.001	Tricycle	1980	Transport	Cycles & cycling	metal->steel;resin->rubber;synthetic	170.0 cm	71.0 cm	111.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0423.001.aa.cs.png
1966.0424.001	"""Box, vacuum tube"""	Unknown	Technology	Vacuum tube accessories	paper	13.7 cm	4.9 cm	4.9 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0424.001.aa.cs.png
1966.0434.001	Rectifier bulb	Unknown	Technology	Regulation & transformation	glass->;metal->mercury	67.0 cm	55.0 cm	80.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0434.001.aa.cs.png
1966.0436.001	Spherometer	1885	Science	Precision tools	metal->brass;metal->iron;glass->;wood->;fibre->velvet	27.2 cm	16.5 cm	12.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0436.001.aa.cs.png
1966.0443.001	"""Socket, vacuum tube"""	Unknown	Technology	Vacuum tube accessories	synthetic;metal	5.6 cm	4.1 cm	1.9 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0443.001.aa.cs.png
1966.0444.001	"""Socket, vacuum tube"""	Unknown	Technology	Vacuum tube accessories	ceramic->porcelain;metal->silver	5.5 cm	4.1 cm	1.6 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0444.001.aa.cs.png
1966.0445.001	"""Socket, vacuum tube"""	Unknown	Technology	Vacuum tube accessories	synthetic;metal	5.5 cm	3.5 cm	1.8 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0445.001.aa.cs.png
1966.0446.001	"""Socket, vacuum tube"""	1940	Technology	Vacuum tube accessories	synthetic;metal	5.4 cm	3.5 cm	2.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0446.001.aa.cs.png
1966.0447.001	"""Socket, vacuum tube"""	1940	Technology	Vacuum tube accessories	ceramic->porcelain;metal	5.6 cm	4.1 cm	2.1 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0447.001.aa.cs.png
1966.0449.001	"""Socket, vacuum tube"""	Unknown	Technology	Vacuum tube accessories	synthetic;metal	3.3 cm	2.4 cm	2.7 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0449.001.aa.cs.png
1966.0450.001	"""Socket, vacuum tube"""	Unknown	Technology	Vacuum tube accessories	synthetic;metal	6.0 cm	4.9 cm	2.1 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0450.001.aa.cs.png
1966.0451.001	"""Socket, vacuum tube"""	1940	Technology	Vacuum tube accessories	ceramic;metal	3.5 cm	5.5 cm	2.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0451.001.aa.cs.png
1966.0452.001	"""Plug, vacuum tube"""	1940	Technology	Vacuum tube accessories	synthetic;metal	5.5 cm	3.5 cm	2.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0452.001.aa.cs.png
1966.0454.001	"""Socket, vacuum tube"""	Unknown	Technology	Vacuum tube accessories	ceramic;metal	3.1 cm	1.9 cm	1.8 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0454.001.aa.cs.png
1966.0455.001	"""Socket, vacuum tube"""	1940	Technology	Vacuum tube accessories	metal->aluminum;stone->mica	5.3 cm	5.3 cm	1.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0455.001.aa.cs.png
1966.0460.001	"""Plow, potato harvesting"""	1915	Nature	Crop handling	metal	125.0 cm	51.8 cm	61.2 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0460.001.aa.cs.png
1966.0461.001	Plow	1920	Nature	Cultivation	metal;wood	256.5 cm	98.0 cm	97.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0461.001.aa.cs.png
1966.0462.001	Plow	1915	Nature	Cultivation	metal	203.0 cm	131.0 cm	120.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0462.001.aa.cs.png
1966.0463.001	Plow	1867	Nature	Cultivation	wood;metal	261.5 cm	65.5 cm	98.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0463.001.aa.cs.png
1966.0464.001	Plow	1900	Nature	Cultivation	metal;wood	282.0 cm	68.0 cm	71.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0464.001.aa.cs.png
1966.0465.001	Harrow	1870	Nature	Cultivation	wood->;metal->iron	115.5 cm	107.0 cm	37.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0465.001.aa.cs.png
1966.0466.001	Harrow	1890	Nature	Cultivation	wood->;metal->steel	195.0 cm	82.0 cm	19.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0466.001.aa.cs.png
1966.0467.001	Bellows	1860	Technology	Tools & equipment-trades	wood->;skin->leather;metal	97.0 cm	70.5 cm	40.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0467.001.aa.cs.png
1966.0472.001	"""Roller, land"""	1880	Nature	Cultivation	wood->;metal->cast-iron	267.0 cm	136.5 cm	106.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0472.001.aa.cs.png
1966.0474.001	"""Baler, hay"""	1915	Nature	Crop handling	metal->cast-iron;metal->steel;wood->;resin->rubber	570.0 cm	154.0 cm	205.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0474.001.aa.cs.png
1966.0475.001	"""Scraper, earth"""	1900	Nature	Barns & buildings	wood;metal	160.0 cm	143.2 cm	104.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0475.001.aa.cs.png
1966.0476.001	Weeder	1890	Nature	Cultivation	wood;metal	320.0 cm	243.0 cm	83.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0476.001.aa.cs.png
1966.0477.001	"""Puller, stump"""	1902	Nature	Land improvement	wood;metal	100.0 cm	7.5 cm	160.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0477.001.aa.cs.png
1966.0479.001	Anemometer	1960	Science	Surface wind speed & direction measurement	metal;synthetic	66.1 cm	32.5 cm	68.3 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0479.001.aa.cs.png
1966.0484.001	"""Hook head, brush"""	Unknown	Nature	Harvesting	metal->iron	35.0 cm	22.5 cm	4.6 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0484.001.aa.cs.png
1966.0485.001	"""Drive, disk"""	1970	Technology	Digital computing devices	metal;synthetic	68.5 cm	48.2 cm	26.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0485.001.aa.cs.png
1966.0486.001	Photograph	1920	Science	Archives	glass;paper	37.3 cm	12.7 cm	11.4 cm	http://source.techno-science.ca/artifacts-artefacts/images/1966.0486.001.aa.cs.png
